repo_full,split,detector_family,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,total_weeks,evaluable_weeks,excluded_weeks,alarm_weeks,alarm_prevalence,episode_count,total_episode_weeks,median_episode_duration_weeks,maximum_episode_duration_weeks,median_alarm_magnitude,maximum_alarm_magnitude,external_scoring_eligible,interpretation
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,1,0.021739130434782608,1,1,1.0,1.0,2.974593871370561,2.974593871370561,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,4,0.21052631578947367,2,4,2.0,3.0,3.599217104326706,7.613700577630863,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,1,0.25,1,1,1.0,1.0,3.6235252024070355,3.6235252024070355,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,7,0.30434782608695654,2,7,3.5,6.0,4.292031240894815,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,4,0.08695652173913043,4,4,1.0,1.0,4.40291960551512,6.062614071859863,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,2,0.5,1,2,2.0,2.0,2.895804873932187,2.91877628114748,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,12,0.2608695652173913,4,12,3.0,5.0,4.723671904698111,18.618504091513024,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,3,0.15789473684210525,2,3,1.5,2.0,4.380642499777606,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,2,0.5,2,2,1.0,1.0,8.896807591828338,10.80790937171276,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,2,0.08695652173913043,2,2,1.0,1.0,14.35100245350484,25.84740378940678,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,3.521403700655803,4.046661106621476,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,36,22,14,5,0.22727272727272727,1,5,5.0,5.0,5.2070532703376555,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,4,4,0,1,0.25,1,1,1.0,1.0,2.91877628114748,2.91877628114748,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,46,45,1,8,0.17777777777777778,3,8,2.0,4.0,4.723671904698111,18.618504091513024,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,13.122197304536538,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,2.9961462946901296,2.9961462946901296,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,4,0.19047619047619047,1,4,4.0,4.0,5.135753741180982,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,5,0.11363636363636363,3,5,1.0,3.0,3.544918773267599,14.306243457146126,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,3,0.15,1,3,3.0,3.0,3.9149474776303497,6.356560004731613,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,2,0.046511627906976744,1,2,2.0,2.0,3.1802697039710806,3.544918773267599,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,6,0.13043478260869565,4,6,1.5,2.0,3.919493193145239,4.3374919456902585,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,10.631785976960574,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,1,0.043478260869565216,1,1,1.0,1.0,2.509797258058759,2.509797258058759,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,6,0.13043478260869565,5,6,1.0,2.0,3.7918343640863994,6.688956122495133,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,2,0.043478260869565216,2,2,1.0,1.0,3.6753331397838154,4.252224353222015,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,3,0.15789473684210525,2,3,1.5,2.0,3.742027082879615,7.072157418804079,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,1,0.043478260869565216,1,1,1.0,1.0,2.7442942817262153,2.7442942817262153,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,46,45,1,2,0.044444444444444446,2,2,1.0,1.0,3.919493193145239,3.921574809606326,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,2.929731738357949,2.929731738357949,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,46,45,1,1,0.022222222222222223,1,1,1.0,1.0,3.159802864546907,3.159802864546907,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,7.072157418804079,7.072157418804079,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,4,0.08695652173913043,4,4,1.0,1.0,2.7246139404703986,3.0455007448920686,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,2,0.10526315789473684,2,2,1.0,1.0,4.308847966547928,5.922183017036058,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,2,0.5,1,2,2.0,2.0,4.645845839796678,6.515426114675644,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,6,0.2608695652173913,3,6,1.0,4.0,4.971179996798292,102.16286703538766,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,5,0.10869565217391304,3,5,2.0,2.0,3.839408938559086,4.043896011054022,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,3.09623413478392,3.09623413478392,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,4,0.17391304347826086,3,4,1.0,2.0,4.029552406339906,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,46,7,39,2,0.2857142857142857,2,2,1.0,1.0,3.005955867361002,3.164629614540934,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,3,0.13043478260869565,2,3,1.5,2.0,6.087790082124353,6.405858763799098,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,4,4,0,1,0.25,1,1,1.0,1.0,6.515426114675644,6.515426114675644,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,36,22,14,3,0.13636363636363635,1,3,3.0,3.0,6.036178725671246,32.71964449449341,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,46,45,1,2,0.044444444444444446,2,2,1.0,1.0,3.639285306626461,3.839408938559086,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,4.376397848365001,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,46,6,40,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,6.405858763799098,6.405858763799098,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,2,0.09523809523809523,1,2,2.0,2.0,4.971179996798292,6.036178725671246,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,46,5,41,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,1,0.05,1,1,1.0,1.0,6.036178725671246,6.036178725671246,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
